ds,yhat,yhat_lower,yhat_upper
2014-06-04,319.1395062419515,-2440.7756787747494,2940.313020484978
2014-06-06,1752.274099698378,-1013.4689600130923,4276.694559995455
2014-06-07,1336.883344023337,-1564.4281985113444,3896.7960523222405
2014-06-08,1500.3316377602034,-1206.7980750580657,4121.5229558599485
2014-06-09,1688.2197497496932,-844.8977567246499,4425.652296937228
2014-06-10,1083.6316582011086,-1596.8584300946295,3949.01145180232
2014-06-13,1611.7385646390069,-1221.4857495921926,4318.86287182498
2014-06-14,1193.2363612889444,-1525.1923882555086,3966.827643063273
2014-06-15,1356.439045220877,-1344.8810130502611,4125.42202110512
2014-06-16,1546.750329366404,-1295.212923614552,4294.341857548077
2014-06-17,947.0003982050177,-1761.1343721599362,3767.3406015576593
2014-06-18,64.20117759536743,-2817.527510122372,2866.926414728027
2014-06-20,1500.9330856449428,-1278.610038718149,4301.380759334006
2014-06-21,1093.6142200499044,-1767.5764811495476,3995.6278607139543
2014-06-22,1268.6619390085007,-1378.4846909650084,3874.4743319756867
2014-06-23,1471.1116507957659,-1172.2967731895762,4271.645128161218
2014-06-24,883.4447962945356,-1948.1821423668891,3583.6422390412795
2014-06-25,12.353446078964453,-2789.404286300671,2571.601219559756
2014-06-27,1470.2872779787783,-1280.786017533459,4170.785758182084
2014-06-28,1072.0320110140194,-1638.0473564415856,3675.049160104171
2014-06-29,1254.9153086575889,-1412.085700341873,4122.831943315558
2014-06-30,1463.8861274748458,-1356.7435195930555,4140.0214384092415
2014-07-01,881.3920743659316,-1843.4865737576274,3867.9787435410444
2014-07-02,14.141941246662327,-2787.2899203820757,2700.000475346702
2014-07-04,1476.059897925335,-1256.2676513347178,4073.4094027789415
2014-07-05,1078.1942241198326,-1555.6506841370915,3746.3620693379653
2014-07-06,1260.6154794523195,-1462.4972945745556,4028.114778858528
2014-07-07,1468.4628289383918,-1423.298470490408,4224.130133027079
2014-07-08,884.3864026278084,-2187.62641919282,3502.4188970555088
2014-07-09,15.301449555434829,-2900.1202241377055,2705.2342416016727
2014-07-11,1473.5891705052081,-1127.787683950525,4133.779620080928
2014-07-12,1074.2893860054317,-1867.952378536628,3752.6918401548696
2014-07-13,1255.7335676426567,-1465.7157565604027,3888.1542557174184
2014-07-14,1463.1767708144355,-1314.1547020791604,4330.995799377065
2014-07-15,879.3512445774654,-1983.2549004344392,3438.276674577779
2014-07-18,1473.5139418165304,-1143.4440959572619,4177.185212311606
2014-07-19,1077.181792439303,-1679.1931702922218,3726.6012350483243
2014-07-20,1262.1236595555151,-1454.3108437985811,4109.758354054561
2014-07-21,1473.476436394712,-1330.4645397617835,4215.897060740744
2014-07-22,893.8336769495697,-2003.6116299681548,3576.8393877198873
2014-07-23,30.003953717087825,-2828.8442055555556,3076.00931973087
2014-07-25,1500.6289046768914,-1204.7763923771938,4452.162974219333
2014-07-26,1108.0122473909264,-1713.8123407101205,3975.4057072831547
2014-07-27,1296.1836731782844,-1379.9926488241083,3968.7261330212027
2014-07-28,1510.1661970948396,-1137.6247306593768,4160.281828758154
2014-07-30,69.84544059807422,-2544.35405387545,2991.977502869951
2014-08-01,1540.6583237518594,-1337.2668201101658,4296.864324831062
2014-08-02,1147.1181187644606,-1581.1447246040623,3810.9469833500016
2014-08-03,1333.822032432236,-1469.3966502695444,4086.848965278536
2014-08-04,1545.945306413228,-1340.004852660763,4281.705967504368
2014-08-05,966.1861360997552,-1747.0498460209283,3795.166362154008
2014-08-06,101.52493236692567,-2858.8554788300085,2849.5994445904985
2014-08-08,1569.3535044487883,-1229.4541410422505,4373.202137022252
2014-08-09,1175.42578575452,-1571.3761948084702,3870.91430177108
2014-08-11,1577.1281447741583,-1280.2496847437383,4301.568890968801
2014-08-12,1001.1881339827974,-1679.4212990398735,4027.529185052829
2014-08-15,1628.1855310939102,-1059.0033382305362,4437.683173686272
2014-08-16,1246.8962442646362,-1620.7500899821848,4098.260603161221
2014-08-17,1449.480188732941,-1192.8848230119518,4368.756633794177
2014-08-19,1125.5833617415647,-1582.8810092485144,3821.48354772952
2014-08-20,289.1165590125195,-2275.870519192208,2998.809158473996
2014-08-22,1826.0799527328065,-770.5843756784402,4634.5035088546465
2014-08-23,1472.8024972184162,-1412.2170060820076,4162.456554243204
2014-08-24,1704.560285247632,-987.2283969772768,4532.956151161054
2014-08-25,1966.379683218563,-704.2104497098079,4613.3804855333065
2014-08-26,1440.683523638773,-1364.7145092980134,4010.1985841599153
2014-08-27,634.04729173665,-2113.28838582776,3385.282772165388
2014-08-29,2227.5473962759606,-646.1385823453674,4901.049758817214
2014-08-30,1899.8245500097885,-722.5129109040463,4522.243543294887
2014-08-31,2154.561931744733,-513.5580881850963,5152.4777986645795
2014-09-01,2436.2307984350427,-379.7651046884744,5122.553190764275
2014-09-02,1926.7284996340604,-755.6193009448413,4612.949194500887
2014-09-03,1132.146040811399,-1581.4048624418463,3856.1087043357334
2014-09-05,2735.6637291212687,-251.68956095425284,5453.179794376646
2014-09-06,2405.2321014054783,-401.52655841175334,5109.556006810423
2014-09-07,2651.7913527980254,45.80660912975004,5345.829176799346
2014-09-08,2919.672062536455,415.18869021924075,5581.042802388217
2014-09-09,2390.718343450765,-294.6393418065877,5163.176238621286
2014-09-10,1571.0579783918056,-1012.4621437308869,4443.7536660978685
2014-09-11,2809.6219818046698,137.70871702167346,5559.947789748007
2014-09-12,3108.1411005272953,261.55726743407376,5819.577859109152
2014-09-13,2736.8758077779958,-131.46062810515724,5411.204217848974
2014-09-14,2938.014322211042,320.6739989800976,5766.163162023546
2014-09-15,3156.353892393247,456.8962544125501,5812.791653995476
2014-09-16,2574.2762977517305,-338.0317412223819,5442.240520703573
2014-09-17,1698.5098782983832,-1112.0785262891045,4492.819411327861
2014-09-19,3117.095487770561,471.8372789883441,6083.669853273055
2014-09-20,2684.8683011407215,-69.77098266835083,5473.46247819423
2014-09-21,2824.900319598595,147.15537320091698,5411.1521379075175
2014-09-22,2982.753549598542,194.77951934224714,5605.452608494792
2014-09-23,2341.5743797136556,-526.103234902978,5253.486484956598
2014-09-24,1408.844557092765,-1506.6667334072417,4116.286285538965
2014-09-25,2534.8809158492586,-100.4025749070553,5315.670630152501
2014-09-26,2722.8117202975923,-109.23388352141112,5328.751760712367
2014-09-27,2244.2865152236013,-515.5870199096981,5064.115375892637
2014-09-28,2342.8543375526474,-459.5342905316175,4973.938934231537
2014-09-29,2464.6258301007497,-306.21590352525664,5276.4660102351145
2014-09-30,1793.2304819428384,-913.3292128471882,4554.511357969136
2014-10-01,836.56155121852,-1923.5670896654917,3476.940229685081
2014-10-02,1945.270763074885,-903.9400114074002,4613.583975474386
2014-10-03,2122.740665510867,-672.2551017829269,4789.408311028206
2014-10-04,1640.7915396034177,-1197.5693561528883,4479.024861124994
2014-10-05,1743.057709688383,-1141.099547336871,4301.335691678761
2014-10-06,1875.6487745365694,-879.1038827145894,4520.730047086749
2014-10-07,1222.1069562453822,-1434.7599195971877,3881.956903775183
2014-10-08,290.15308868289185,-2414.596478115541,3105.01113544346
2014-10-09,1430.1833005926637,-1349.6474041404265,4069.9154431878046
2014-10-10,1645.2442362977622,-966.6162317035465,4291.571991846488
2014-10-11,1206.7436701817462,-1399.5628618640462,3946.405568446776
2014-10-12,1357.8313206135635,-1314.7767837544839,3964.1312244790975
2014-10-13,1544.065345294785,-1126.2190976753031,4289.6399918956295
2014-10-14,948.3756766058184,-1664.534468913762,3531.857361912126
2014-10-15,77.81668114181639,-2753.867838555983,2691.593016106416
2014-10-16,1282.0711602441527,-1408.7640503672894,3872.0266882960314
2014-10-17,1563.4334944937402,-1091.9693297335784,4298.572573318188
2014-10-18,1192.5287447640778,-1470.177582086271,3735.1281656627652
2014-10-19,1411.7024666775467,-1288.5635110090734,4055.3361346627844
2014-10-20,1665.696665796339,-1164.1823823677598,4210.1705785609
2014-10-21,1136.6229791058151,-1696.1456703291253,3978.008992897843
2014-10-22,330.7255057675018,-2302.7080585597264,3071.87820376197
2014-10-24,1936.6635310908716,-730.6507703481959,4780.760181678279
2014-10-25,1619.932112513471,-1201.1315024890487,4246.78117105971
2014-10-26,1888.3729113886225,-967.0586725440481,4301.374187456262
2014-10-27,2186.114332027057,-504.26935789246136,4897.368696194845
2014-10-28,1694.724099959139,-844.8992282391591,4426.546730489438
2014-10-29,919.9811877679892,-1937.0077185583827,3479.535855888285
2014-10-31,2567.2240672721928,-228.2634103663428,5183.748585750415
2014-11-01,2260.1765687246016,-601.5829308799985,4890.993283829434
2014-11-02,2530.850787939869,-261.9836719419945,5208.236059910892
2014-11-03,2823.4069570711563,133.32265011487672,5502.43886072471
2014-11-04,2319.5554654030116,-473.69183707942636,4881.474569098297
2014-11-05,1525.3288069971197,-1290.9507174765467,4518.468770803943
2014-11-06,2789.6024446112287,25.920701319334153,5381.716375933792
2014-11-07,3114.092033118627,401.5617336871912,5803.536427463318
2014-11-08,2769.08347654755,-28.890804734272574,5594.517832280368
2014-11-09,2996.830266947978,228.12470030136998,5761.281717574693
2014-11-10,3242.2332613816616,420.55661864762976,6099.483448312575
2014-11-11,2687.8137687131893,-6.2626416527103475,5409.152492496737
2014-11-12,1840.4721893763224,-790.6746718080908,4470.669716877797
2014-11-14,3319.031011737622,486.67946668162693,5971.831792278199
2014-11-15,2918.8138834942984,-90.67558804175597,5555.37520776079
2014-11-16,3092.531928138971,341.9075526662799,5979.223476898077
2014-11-17,3285.9944373587123,582.0946946974389,6071.37246418972
2014-11-18,2682.5855369739375,-150.17849089079934,5416.8286160728085
2014-11-19,1790.0049537760083,-985.940670852386,4495.833792550445
2014-11-20,2958.7569628056904,183.99063183920637,5620.167973110377
2014-11-21,3192.1155937919725,517.9303969914743,5999.859714644056
2014-11-22,2761.8232405997724,35.46556172002626,5395.971565240167
2014-11-23,2911.4578117267233,-7.887725618605732,5622.4895361481
2014-11-24,3087.0842720694086,441.34028100812026,5806.857948233533
2014-11-25,2472.2021290259972,-329.11163541526673,5264.3530390635415
2014-11-26,1574.48175754157,-968.4384500853934,4164.928282628133
2014-11-27,2744.251996508754,-207.2413284991711,5391.519469541601
2014-11-28,2984.4672294164848,-122.53476978891713,5863.41634424385
2014-11-29,2566.411155453096,-217.89380382746714,5161.9215436237355
2014-11-30,2733.0723748291084,-55.96601385971801,5292.984063594029
2014-12-01,2929.807545196383,32.10034880724402,5715.180500777631
2014-12-02,2339.303488792234,-209.64003028183612,5143.444603844179
2014-12-03,1468.3308924330674,-1146.3656618420832,4058.0874829912827
2014-12-04,2666.2517060423684,56.47120581110284,5555.570399257042
2014-12-05,2935.00805458536,256.34688381026297,5608.300899219902
2014-12-06,2544.849410410719,-172.62812256276808,5317.063100355929
2014-12-07,2737.732637239913,-197.6348436501673,5384.783137870487
2014-12-08,2958.0101084824346,258.6082795147317,5705.004964796954
2014-12-09,2387.4166960751477,-130.6021781305949,5058.01788347392
2014-12-10,1531.8476735526185,-1101.2822367190877,4159.704559869943
2014-12-12,3012.827486583272,275.41738043960584,5808.138572639666
2014-12-13,2620.3962223926555,-28.088470232760177,5271.271695198345
2014-12-14,2804.190716479669,22.27533427142012,5690.92408809313
2014-12-15,3008.3691489097,277.44053415151274,5523.173001671144
2014-12-16,2414.647960010214,-274.50343342739797,5448.757945195806
2014-12-17,1529.0842520073431,-1189.3430023659882,4307.675936428191
2014-12-19,2931.019592870205,88.76448842406009,5633.796150936008
2014-12-20,2490.7437112959387,3.4821473890440227,5156.729211093183
2014-12-21,2622.2157270484267,-29.355233306568127,5216.177567752742
2014-12-22,2770.5736161951336,217.3595905128397,5464.365934053009
2014-12-23,2118.6313091236907,-700.5802522591711,4935.987995007326
2014-12-24,1173.6372506240402,-1531.310322468401,3893.860961276407
2014-12-26,2458.156875149261,-188.88406525463924,5200.864150972026
2014-12-27,1962.497641404375,-941.3636630469945,4809.086986421161
2014-12-28,2042.5195882047256,-550.7669773200158,4907.785342294812
2014-12-29,2144.588288192817,-452.2891064132343,4988.161752191506
2014-12-30,1452.660393714169,-1218.5827334616638,4135.976113675351
2014-12-31,475.01311714003634,-1922.4294071777076,3264.780507827717
2015-01-02,1719.610324206974,-1071.260534351682,4614.8190710239805
2015-01-03,1217.9428596973153,-1522.2168210560487,3774.6667651919533
2015-01-04,1301.774102109443,-1450.5144642278897,4095.0544543670653
2015-01-05,1417.592522029277,-1361.1516150536488,4052.559628446826
2015-01-06,749.2574956278311,-1763.9804151403785,3316.3794147016984
2015-01-09,1141.772762351027,-1498.9574682845248,3930.416096083479
2015-01-10,697.7493868793181,-2123.5904254467964,3478.040441614651
2015-01-12,1029.9662508152542,-1615.106988721511,3745.731790774531
2015-01-13,433.89183630153843,-2217.133480020703,3350.101620216403
2015-01-17,676.2080863469978,-2269.558317988062,3330.582314042331
2015-01-19,1136.655770891574,-1527.331896832545,3920.3297448328085
2015-01-23,1321.8193262302111,-1353.643552420356,4056.1607125422674
2015-01-24,966.2043246443136,-1666.6630837495652,3673.2036382370543
2015-01-26,1429.5049756044434,-1321.6750803036703,4273.971142426759
2015-01-27,873.5341902181879,-2069.014590966228,3683.3583206775947
2015-01-28,25.379091999113825,-2662.638013186203,2752.873091792483
2015-01-30,1500.3319775879356,-1333.0060422871175,4185.173964099909
2015-01-31,1095.4604385415703,-1654.6467239772073,3799.2134581350874
2015-02-03,825.3961363809009,-2011.8453055295372,3328.3534138396717
2015-02-06,1264.0396517880772,-1754.3135031418265,3931.6047966989786
2015-02-07,801.9334099278374,-1743.3330540027778,3634.937060897721
2015-02-08,916.2772261944591,-1894.5553627702375,3677.3026076565106
2015-02-09,1053.759000830694,-1533.921537947703,3670.810612441861
2015-02-10,398.6529655228346,-2310.2288163118187,3047.4957188987155
2015-02-14,330.95309047034766,-2420.0140397665577,2959.3124840366745
2015-02-15,462.58826977305216,-2212.7673493723905,3225.556877044437
2015-02-16,628.9234672564602,-2143.2655570447537,3208.0131306325325
2015-02-18,-874.5939835441002,-3738.0615298418015,1737.8983381030419
2015-02-20,582.6407946642643,-2199.617983787356,3372.382794098263
2015-02-21,202.49237738763645,-2473.719292376847,3163.205055895792
2015-02-22,416.2998516840937,-2435.8040203434057,3110.8324965193956
2015-02-23,669.0484619283357,-2075.4290128041175,3431.158015773298
2015-02-25,-655.8549029045016,-3351.885141481869,2256.2069679577235
2015-02-27,975.7432745535743,-1781.3891783439212,3541.2411747214974
2015-02-28,676.7561875833225,-2077.2012505181015,3353.031538277625
2015-03-01,965.4954626838022,-1734.9454627599519,3651.2954777950576
2015-03-02,1285.440829786029,-1225.775858403078,4146.378851738779
2015-03-05,1380.5253501243117,-1546.5368306365197,4256.899656161502
2015-03-06,1759.8418593920467,-904.0011228708722,4446.35067315543
2015-03-07,1473.5127397694591,-1188.8506737855896,4102.609282256574
2015-03-08,1762.4675200821705,-977.201736257612,4571.18496745721
2015-03-09,2070.271302435869,-563.1984029804693,4847.460644681702
2015-03-10,1578.1248554263339,-1056.6289311639225,4138.577344280242
2015-03-12,2059.4138904925994,-741.670375080925,4995.25185452384
2015-03-13,2382.94273130916,-400.0959089428162,5171.7886253975
2015-03-14,2032.4425586791494,-516.7630878668417,4851.696403200873
2015-03-15,2250.200375121891,-423.9334085212119,5138.806995195426
2015-03-16,2481.2576866262025,-172.6219639438813,5272.123017150597
2015-03-17,1908.3753394479018,-893.9701515971118,4738.879408440777
2015-03-19,2222.662619433826,-422.0982820555297,5236.315541475342
2015-03-20,2463.132849994682,-350.69529337520083,5063.733450352527
2015-03-21,2031.9270719637707,-460.9414278739027,4607.503590694517
2015-03-22,2172.774437132828,-295.22375332974843,4952.63224453678
2015-03-23,2332.0141621877633,-305.88251437275795,4946.79149302994
2015-03-24,1693.5619905338901,-1153.0408873901333,4651.513697944609
2015-03-26,1899.1816781314033,-825.0227262407828,4551.936639180169
2015-03-27,2097.9250882063407,-561.3819564920012,4843.608243343406
2015-03-28,1633.962130512905,-1059.534846856154,4453.851299274232
2015-03-29,1751.1688387105232,-1100.8727675733503,4498.571378387346
2015-03-30,1895.8390431401576,-1016.410275804395,4600.957601167153
2015-03-31,1251.6309446865737,-1607.4240795943572,3937.0219056926867
2015-04-02,1470.2188619000242,-1370.7829964494638,4288.870290664797
2015-04-04,1245.7495350788624,-1693.3597383612573,3988.4001571225144
2015-04-05,1391.4564221748708,-1308.356925709043,4214.77084067016
2015-04-06,1568.6449563152942,-1305.7448073432881,4420.576608862644
2015-04-07,959.8656485610265,-1614.2899933729789,3698.3557794367216
2015-04-09,1253.5846037497618,-1507.9184530224913,3835.611171424266
2015-04-10,1507.208774008506,-1265.5101624655235,4229.76054430355
2015-04-11,1102.8587600228743,-1735.8319392778694,3680.421626136561
2015-04-12,1282.5257877081829,-1575.9267449431989,3838.21101353465
2015-04-13,1490.6627947680781,-1224.1359780630717,4310.749200001861
2015-04-14,909.1769035699291,-1984.7716785151265,3736.2427108290576
2015-04-16,1244.6677672578287,-1511.0509397433564,4043.201435320729
2015-04-17,1512.2271900079652,-1362.7242498544194,4331.10328120978
2015-04-18,1117.0739408049321,-1557.2208180126995,3751.071153669695
2015-04-19,1301.3086724800066,-1525.6366475189811,4038.5538553220476
2015-04-20,1509.6343248525882,-1392.408911244507,4061.795284359015
2015-04-21,924.336158933949,-1862.7813332503933,3575.877124664069
2015-04-22,52.04655981976589,-2710.0470922508766,2572.211118931329
2015-04-24,1497.3008284557864,-1246.210464250739,4219.021791730062
2015-04-25,1088.075831409686,-1488.6205519579098,3816.1329726657523
2015-04-26,1257.421229061034,-1443.8408488901314,4100.601019532421
2015-04-27,1450.7849528256188,-1659.4401746622627,4187.187805831296
2015-04-28,851.1804781217932,-1653.4450638561664,3613.083464318222
2015-04-29,-34.06994873741519,-2794.014538282155,2655.6655725134333
2015-04-30,1145.156124773434,-1686.0009734713701,4034.1179019081314
2015-05-01,1391.7492278278069,-1711.5465376479012,4071.0664612228816
2015-05-02,977.0695439529801,-1684.1108683678103,3655.0951748426132
2015-05-03,1144.3174349220585,-1642.4724466762614,3825.785730448534
2015-05-04,1339.1888280118928,-1312.842477221893,4102.214801744646
2015-05-07,1060.412903624654,-1770.2684624987282,3916.337254503019
2015-05-08,1323.0423547393152,-1572.6830095148794,4082.356812312049
2015-05-09,927.4822216658063,-1867.6108178986071,3642.026756980066
2015-05-10,1116.5085692379887,-1854.3031826983865,3816.642424869929
2015-05-11,1335.3112695637542,-1447.8464488005113,4008.152399621915
2015-05-12,766.4613123595097,-1778.1974918011128,3462.8350614713095
2015-05-13,-83.33094385210438,-2665.3028815511248,2589.539659680938
2015-05-14,1135.2952826002993,-1677.4356704882398,4061.0658328616
2015-05-15,1424.3426336016405,-1497.4168722236375,4174.992623215405
2015-05-16,1054.1839588608877,-1633.8426426392625,3879.240603168766
2015-05-17,1266.961994012541,-1522.8679561473132,3971.7859366557245
2015-05-18,1507.27541745556,-1261.1857715482151,4154.331352723323
2015-05-20,122.87065023254627,-2595.7541848997334,2754.7230751342586
2015-05-21,1353.384420280871,-1548.1287846174553,4112.457921449632
2015-05-22,1650.4208420481095,-1122.9083597244237,4523.521583421837
2015-05-23,1284.1668421200056,-1625.0171266347231,3905.8042440172526
2015-05-24,1496.6819746736546,-1273.0162823288006,4146.376475311992
2015-05-25,1732.5851642596197,-926.379317789278,4215.429446718887
2015-05-26,1174.0356607407373,-1575.7394819068356,3799.509781542444
2015-05-28,1542.2688836105685,-1231.4684775317187,4341.297458751036
2015-05-29,1820.4449114437746,-1067.4102776323468,4565.722384288567
2015-05-30,1432.6688545221973,-1405.444637472762,4108.361641061387
2015-05-31,1621.5080904499473,-736.0679660180742,4187.153995080892
2015-06-01,1832.1292413684866,-1022.0573342270733,4567.206259409544
